hash,message,parents,is_merge,modified_files
8840973a337757ba5b7dab0df00a82d8489d3a06,Fixed a cross reference in the docs.,['9df2aefd7f0c3c5d0fc47087da2f51b72cad38fc'],False,['docs/patterns/index.rst']
899f8cdf51570376298472c2118001f226e1a20e,"Merge pull request #322 from jperras/patch-1

Fixed typo in docstring of dispatch_request method of flask.views.View","['d4d6cc8401b94ab7c92b70ca5e5b21d22636dd5d', '17a46a4d239a640049081b5cdcc1ff20ef63e38a']",True,[]
907c24e6ffc436971d437b0b9122b840db9466d7,"Document the debug param for Flask.run, it is not part of **options given to run_simple.

I am not sure bool() is appropriate.",['899f8cdf51570376298472c2118001f226e1a20e'],False,['flask/app.py']
90884a78fbba4068fa93f87626baccd148cd4a57,Cross-reference debug docs in run docstring.,['907c24e6ffc436971d437b0b9122b840db9466d7'],False,['flask/app.py']
9a70e62b8d545c8de7e3728e544cebe289a39254,"No longer swallow important import errors.

This implements a simple but elegant method to find out if an import
error can be swallowed to try the next module or if the import error is
important and must be reraised.",['457371519545711214a82e2dc6ca8907e3263151'],False,"['flask/ext/__init__.py', 'scripts/flaskext_compat.py']"
436d24ee665a39d48bd0b915f63bc5fd22997e25,"Merge pull request #327 from SimonSapin/patch-2

Add to sys.path, not sys.path_info","['56afafae67ff0db8b9994a4c59d978b56327e886', 'b8ef7360eb80b2018c21384f1f32693ab22595d0']",True,[]
c6316132b173f96a6f5a90ff3b62f706f8a62560,Context preserving is now part of Flask and not the test client.  This fixes #326,['d2eefe25e7fec31a5f4254f6a65934bd00ab0392'],False,"['CHANGES', 'flask/ctx.py', 'flask/globals.py', 'flask/testing.py', 'flask/testsuite/basic.py']"
df1dd57045b38ea7dcca44622744ab24e53e399e,Cleaned up url routing common docs.  This fixes #279,['32cdb7298fc61bee8f210ab69d67d03df50ffba4'],False,"['docs/api.rst', 'flask/app.py']"
142c9c391be4ad182fb17d4190a19feea7b79246,Fixed typos in copy/pasted text,['df1dd57045b38ea7dcca44622744ab24e53e399e'],False,['docs/api.rst']
6dccf775468ea0a849d3c1c3965e3a1db6a36a3f,PERMANENT_SESSION_LIFETIME can now be an integer.  This fixes #310,['6d0b3264c2263e06eb0d5c854fd5782f04a34b24'],False,"['docs/api.rst', 'docs/config.rst', 'flask/app.py']"
363d9ed10dfa35816e4b635f9cc761925c8ef2ac,More doc typo fixes,['8da8a21b69cc06e58b1b28fa0ecec63b5cf3d9b4'],False,['docs/api.rst']
396c4bdcc0f30241e009516e430bc1742ad344bf,"Fixed a typo.  ""Does not"" of course",['363d9ed10dfa35816e4b635f9cc761925c8ef2ac'],False,['docs/config.rst']
0dd9dc37b6618b8091c2a0f849f5f3143dc6eafc,Fixed an issue with an unused module for Python 2.5 (flask.session),['766522cb587850f643f3bb6cb011735ae6a98510'],False,"['CHANGES', 'flask/session.py']"
61a95196ac28771466ada43a1c01effda42040a5,Changed logic for debug level log settings,['583c5f7935292cdbb11fc406c8afc1171eb7187e'],False,"['CHANGES', 'flask/logging.py', 'flask/testsuite/helpers.py']"
4ab97047dee359af1afce6fe5431ffa7c5ed5795,Typo fix,['61a95196ac28771466ada43a1c01effda42040a5'],False,['CHANGES']
d16c6abf533264a19b58596010bd2dfb4d94f1d1,"Merge pull request #334 from SimonSapin/patch-3

Typo fix","['61a95196ac28771466ada43a1c01effda42040a5', '4ab97047dee359af1afce6fe5431ffa7c5ed5795']",True,[]
11c9bf29437ce847089703876cdec8cea68ca594,Api fix status_code => status,['d16c6abf533264a19b58596010bd2dfb4d94f1d1'],False,['docs/api.rst']
51e4a58a85bc1500d1400ba7d633d570f6296745,"Fix flask issue #338

Give POST its own url_rule to avoid TypeError.",['11c7b1df2359f6d01f24d055b92aed0c9e961e88'],False,['docs/views.rst']
e345a3afb5bf6ebf20e566f0846a58d6f55971eb,Fix string format error while we're in here.,['51e4a58a85bc1500d1400ba7d633d570f6296745'],False,['docs/views.rst']
9dd61eea6b49bfe1cc4639f5bc4c1371df938d95,Added testcase for redirect and session keeparound bug,['7f4c12b33565c4d0802c4385bb2bbaa6c5735196'],False,['flask/testsuite/testing.py']
d628df6ab6c57b34acfb412e135d0d095636c539,Store session after callbacks.  This fixes #351,['7f4c12b33565c4d0802c4385bb2bbaa6c5735196'],False,"['CHANGES', 'flask/app.py', 'flask/testsuite/basic.py']"
8ae6ced82db441d0696ebfbf2e33e720be1008fd,"Merge pull request #345 from jimrollenhagen/master

Fix issue #338","['d628df6ab6c57b34acfb412e135d0d095636c539', 'e345a3afb5bf6ebf20e566f0846a58d6f55971eb']",True,[]
7ccca13bbdfcbab126722c050dc4ea3d8fa56dc3,Fixed various stylistic issues in documentation,['a9726c43aca2cf7daed3b3690b060494911e72c5'],False,"['docs/foreword.rst', 'docs/installation.rst', 'docs/quickstart.rst']"
065afe53a6f72e42428c4373ed10d082868f25d6,Improved doc exaples.  This fixes #370 and #371.,['a9726c43aca2cf7daed3b3690b060494911e72c5'],False,['docs/quickstart.rst']
b6625ec19329031ddb26dec63c6bd0477a00bf22,Fixed a wrong example in the view docs.  This fixes #374,['065afe53a6f72e42428c4373ed10d082868f25d6'],False,['docs/views.rst']
d50a0b495566fa39ab30c79848dee3bdb3457201,typo fix,['f64098c784f93db9a60d7576cd4fefab8000dc97'],False,['docs/patterns/sqlalchemy.rst']
c824ffcf38dbda7d8191099ef4ae688d165d395e,"Merge pull request #375 from awsum/patch-1

typo fix","['f64098c784f93db9a60d7576cd4fefab8000dc97', 'd50a0b495566fa39ab30c79848dee3bdb3457201']",True,[]
d16491145dc553bc30aa9c71fb3647fda8d23534,"Update module helpers to avoid Python imports.

This avoids errors in creating Flask instances where there are import
errors in the module or package matching the import name.  Those runtime
errors will be apparent to the user soon enough, but tools which build
Flask instances meta-programmatically benefit from a Flask which does
not __import__.",['26a9c2079d77aba93dde6f95472f3d89d2d9783d'],False,['flask/helpers.py']
a59cbd4f5256a356fcb7858bf0a5a0ad535e8e6d,Minor grammar fix,['1f20a11284e3e9bcfc08939c48e3ab590da7c7a4'],False,['flask/views.py']
d18868bd17f612d5598b8e8cc29800ae84c37620,"Add simple decorator example

Github issue #358",['a59cbd4f5256a356fcb7858bf0a5a0ad535e8e6d'],False,['docs/views.rst']
e2cb8d2ef195df8ffc76587d136182b431b96983,"fixed typo, quote ""with"" statement",['d18868bd17f612d5598b8e8cc29800ae84c37620'],False,['CHANGES']
94692607e6247a919f952375d922e930751cadcf,Documentation on how to use external debuggers like eclipse/aptana,['e2cb8d2ef195df8ffc76587d136182b431b96983'],False,['docs/quickstart.rst']
46651659c29a3ff8fa470e32d3e35f9cc2c7fbc0,"Fix a typo (""is""->""if"") in the comments; clarify a bit",['d620ea7ea2be35b4757f27fdca49be91d8dfd165'],False,['flask/ctx.py']
76c1a1f7227ca13f3c5952b248af93b75e9a95c9,"fixed spelling of ""instantiate""

while the interwebs suggest ""instanciate"" might be a valid spelling, it
seems quite uncommon and potentially irritating (to pedants like myself)",['b786eac5574e478d51314333fb6309456bff7b76'],False,"['docs/patterns/appdispatch.rst', 'docs/views.rst', 'flask/views.py']"
c5ebf9a97d0443bff59ff6a37aee8afd870ceabb,Added PATCH method to the list of HTTP method functions for use in the flask.views.MethodView class.,['fbbe14791f2d417bfa57618eecaa503b69f459ac'],False,['flask/views.py']
476f8d57a27d96ce5d099541bd9368de540bea0e,"Merge pull request #390 from jfinkels/patch-1

Added PATCH method to the list of HTTP method functions for MethodView","['fbbe14791f2d417bfa57618eecaa503b69f459ac', 'c5ebf9a97d0443bff59ff6a37aee8afd870ceabb']",True,[]
5cb50a46eeb29dddacf21d0348050e02ff96c3b5,"Fix Message Flashing doc, from SwashBuckla #pocoo.

Provide a full example as promised in the doc.",['36f3184396f72b106911f497ce43c3415cb4f551'],False,['docs/patterns/flashing.rst']
69e7a0a2a0391ed1bdd102deffbd98137790f959,"Move debugger details into a new section, #343.",['dfd3ef6d5460d666226d1831de48cdaff72c1bb6'],False,"['docs/errorhandling.rst', 'docs/quickstart.rst']"
96d7f207878bcd561c4085312eb9e235b9dc4d2d,"Fix tox warning, test ""not installed in testenv"".",['84b96ac9d398afd5a620c48cfe9e969b95e6577a'],False,['tox.ini']
5e848176e5b4db2958614e94024bd742830446eb,typos and fixes,['deb03da3ffc4a0fc107098c672d292e1de9b8031'],False,['docs/installation.rst']
04bb720d3813c8cfe3ae46d2fb85dbc9a03a9b70,"Fix Blueprint example with template_folder, #403.",['e070ede050fdb2ce155e13e29f5588c9831fa6b5'],False,['docs/blueprints.rst']
fc7fe628466857fd8b83c1b2b8501df2d15ae4a9,Update docs/errorhandling.rst,['fdad6713eba3f7aaae6ca4f6f50bb8b72452c6d9'],False,['docs/errorhandling.rst']
76773e1d0a8cabbe048bb76f9306185e9d83a85c,"Fixed silent keyword arg to config.from_envvar.

The ``silent`` keyword argument to Config.from_envvar was not being honored
if the environment variable existed but the file that it mentioned did not.
The fix was simple - pass the keyword argument on to the underlying call to
``from_pyfile``.  I also noticed that the return value from ``from_pyfile``
was not being passed back so I fixed that as well.",['20a3281209a5e99271c911f9c1143b1e6f0fb0b5'],False,"['flask/config.py', 'flask/testsuite/config.py']"
8d7ca29a3554d20324ed9c75d9c095dfa8a8c439,Cleaned up test case for issue #414.,['76773e1d0a8cabbe048bb76f9306185e9d83a85c'],False,['flask/testsuite/config.py']
8445f0d939dc3c4a2e722dc6dd4938d02bc2e094,"Fixed assumption made on session implementations.

In the snippet 'session.setdefault(...).append(...)', it was being
assumed that changes made to mutable structures in the session are
are always in sync with the session object, which is not true for
session implementations that use a external storage for keeping their
keys/values.",['8d7ca29a3554d20324ed9c75d9c095dfa8a8c439'],False,['flask/helpers.py']
075b6b11c8b1690d946b8839e6dc4eb8a8cb7e3c,"Fix issue 140

This allows for a view function to return something like:

    jsonify(error=""error msg""), 400",['7ed3cba6588fbd585b10e58e15e352e90874732d'],False,"['CHANGES', 'flask/app.py', 'flask/testsuite/basic.py']"
2d237f3c533baa768b29d808f1850382542bbd2f,Fix grammar in extension dev docs.,['7ed3cba6588fbd585b10e58e15e352e90874732d'],False,['docs/extensiondev.rst']
561775cbf677f72d6d8d505af79c114bc750b6b7,"Merge pull request #435 from mattd/master

Doc grammar fix from pycon sprints.","['7ed3cba6588fbd585b10e58e15e352e90874732d', '2d237f3c533baa768b29d808f1850382542bbd2f']",True,[]
09370c3f1c808e9251292bc228b6bef4b1223e93,"Clean up docs and review pull request #384

Spelunking through the issues at the PyCon sprints.",['cb24646948a8c00c5b39f0d76bf75e153ac502b1'],False,['flask/helpers.py']
27194a01d8f7e4fd913811859ec4051ff99c52f4,"Fix typo in docs.

http://feedback.flask.pocoo.org/message/279",['12544c3a8dbe4296b6f5cc8c2d602034d5924cd3'],False,['docs/quickstart.rst']
d8c2ec4cd863112af4c55e1044c8d3024d58f21a,Fixed linebreaks.,['74a72e86addd80a060f1abf9fe51bfc3f5d5be8b'],False,['docs/foreword.rst']
756a5565ea395c5113e8e9cf21b39060548aa5ba,docfix: wrong converter name: unicode -> string,['cb3d0b931d51fc420e5273dcf6e25d2be60de364'],False,['docs/api.rst']
a77938837c6466edfde7f1708ef56587189a5e2b,docfix: wrong converter name: unicode -> string fixes #364,['cb3d0b931d51fc420e5273dcf6e25d2be60de364'],False,['docs/api.rst']
d4eb1af3734f76a9dea0cb5cfbe5eb02fa511ab8,Merge branch 'docfix-route-converter-unicode-string' of github.com:wilsaj/flask into docfix-route-converter-unicode-string,"['a77938837c6466edfde7f1708ef56587189a5e2b', '756a5565ea395c5113e8e9cf21b39060548aa5ba']",True,[]
8d1546f8e64e093847ad3d5579ad5f9b7c3d0e45,"Reword the docs for writing a flask extension

There was a minor bug in the example extension that's
been fixed.

I also updated the description of the fixed code accordingly, and
expanded on the usage of _request_ctx_stack.top for adding data
that should be accesible to view functions.

I verified that the existing code as is works as expected.",['7ed3cba6588fbd585b10e58e15e352e90874732d'],False,['docs/extensiondev.rst']
4e9b7867c989a1d1b0c03ddb2ea62d689b6abab1,"Merge pull request #411 from PaulMcMillan/docs_fix

Remove redundant words from quickstart.","['cb3d0b931d51fc420e5273dcf6e25d2be60de364', 'b9f4e0bd9c6e200ae930c2d9c07c582be118b051']",True,[]
1d1db80e062bb576cd542a7a3ca990360c5b57ba,"Merge pull request #427 from kevinburke/fix-existing-tutorial

add heroku/deploy options to quickstart, and add clearer links in tutorial setup","['4e9b7867c989a1d1b0c03ddb2ea62d689b6abab1', '2befab24c50a8f1a3417a7ce22e65608ba3905e1']",True,[]
f7bb2b5f19146cbaed375f29520f57c3c385762f,"Merge pull request #430 from jamesls/issue140

Fix issue 140","['c1a2e3cf1479382c1d1e5c46cd2d1ca669df5889', '075b6b11c8b1690d946b8839e6dc4eb8a8cb7e3c']",True,[]
96010161576be4eee372e87f4e311fc307a801ad,"Merge pull request #441 from wilsaj/docfix-route-converter-unicode-string

docfix: wrong converter name: unicode -> string  fixes #364","['a5d1cf415e142c2926845601257d3d6c05cb3ded', 'd4eb1af3734f76a9dea0cb5cfbe5eb02fa511ab8']",True,[]
fe9f5a47687cccaaaf13f160d747ce8b4c03bad9,"Added an example of how to configure debugging with run_simple, it has to be enabled both for the Flask app and the Werkzeug server.",['eac350d1e6d53b47b0fd5b111125ee1a208eaf93'],False,['docs/patterns/appdispatch.rst']
079c5ef7ff7bbcab9c18b5c9b25980f83db032e2,"Merge pull request #445 from iammookli/patch-1

Update docs/patterns/mongokit.rst","['c2661dd4bcb41e5a4c47709a8be7704870aba0de', '73cb15ed2cb208381b31e7f868adfb4117cc803d']",True,[]
b29834dac37a13f82019aa1c7e9d06622cf5790e,Fixed weird string quoting in setup.py,['36da8e41de17ae89fc2d2650d72b1f687af43ca1'],False,['setup.py']
6b4a86df3bb5406e6a26df22d47454ed3af2b024,"Merge pull request #462 from SimonSapin/patch-4

Install docs: pip vs. easy_install consistency","['36da8e41de17ae89fc2d2650d72b1f687af43ca1', 'e08028de5521caf41fc11de8daec2795f1f51088']",True,[]
38187bcd9f42d630d05ffcecd810fbc7220d7847,"Merge pull request #464 from passy/patch-1

Remove triple-quotes from print statement in setup.py","['6b4a86df3bb5406e6a26df22d47454ed3af2b024', '35383ee83c568ce642ffef6733d8b91ebd206185']",True,[]
437a1bf5c453487f3ab7db46d43dce26f57913a5,"Merge pull request #458 from kisielk/patch-1

Fixed weird string quoting in setup.py","['85e2857ed4a203eb7955cc7bf8b425a51019eb2f', 'b29834dac37a13f82019aa1c7e9d06622cf5790e']",True,[]
c2698416a835dfb5d0e52e8c291ea43eaa3d1757,"Merge pull request #467 from vorobiov/patch-1

Update docs/quickstart.rst","['437a1bf5c453487f3ab7db46d43dce26f57913a5', 'e76db15e26b76bdaed4649474f6509e383142e9c']",True,[]
71a97662663babca96365e01bc2017f9f178c95b,"Merge pull request #417 from tarruda/master

Fixed assumption made on session implementations","['9ab41edbd727d69d6936b866ea606c9b7e7bac8f', '8445f0d939dc3c4a2e722dc6dd4938d02bc2e094']",True,[]
8740fff90781b3fd0fd9ec51a0b6a15a45f96489,"Merge pull request #446 from jtsoi/patch-1

Debug example with run_simple and flask app.","['0eb75b317bd62ece31875158fb31262ce7d05e69', 'fe9f5a47687cccaaaf13f160d747ce8b4c03bad9']",True,[]
91efb90fb3d580bad438c353bdfe4d604051a3a4,Removed extra blank line to fix ReST formatted documentation string in wrappers.py. Should have gone with pull request #439.,['f43003967e2139ee6d89e7dcf267ba8d52200ac6'],False,['flask/wrappers.py']
f267f9302a532f0f4a0b29b700841060ee058c64,"Merge pull request #469 from jfinkels/patch-2

Removed extra blank line to fix ReST formatted documentation string in w...","['f43003967e2139ee6d89e7dcf267ba8d52200ac6', '91efb90fb3d580bad438c353bdfe4d604051a3a4']",True,[]
b16c988f1e7de5f0ec9dae11817b9109de59355d,Fix static endpoint name mention in quickstart.,['f46f7155b27a741081fc13fa7fb1db53e54f5683'],False,['docs/quickstart.rst']
f07199009c463ed5eaab7b2cacd785d46f87699d,Fix reqcontext ref in signals doc.,['492ef06bff569d6037fa43e561b203fe444b60d5'],False,['docs/signals.rst']
a1305973bfef18a341224ad4f748c35d77a64cdb,Fixed a typo in a comment,['20a3281209a5e99271c911f9c1143b1e6f0fb0b5'],False,['flask/ctx.py']
34bbd3100bbfb9a406a417a9fe4e8944aa87c629,Fixed a failing testcase,['cf1641e5beec1ec11f418fa6e775fc44b9410180'],False,['flask/helpers.py']
d26af4fd6dd71793cf6373c1c18c82349494e0aa,Fixed some smaller things in the docs,['52f9cefbcd6df23f75bf93804a9e84c038536fe8'],False,"['docs/appcontext.rst', 'docs/reqcontext.rst', 'flask/__init__.py']"
bcd00e5070caf6f5ff7639d3758f5595bc5507a1,Fixed a typo,['d26af4fd6dd71793cf6373c1c18c82349494e0aa'],False,['flask/ctx.py']
9d09632dbfc0c08ab1a5290fbf282aad7d13e2f8,Fix spelling.,['bcd00e5070caf6f5ff7639d3758f5595bc5507a1'],False,['flask/blueprints.py']
989aabbe32d2460f673cf075b8ac7cf7781b85ac,"Merge pull request #483 from svieira/patch-1

Fix spelling.","['bcd00e5070caf6f5ff7639d3758f5595bc5507a1', '9d09632dbfc0c08ab1a5290fbf282aad7d13e2f8']",True,[]
acb61ae57b6fe9a82aaa9804c0e4bba8c2441746,Minor docs fix.,['989aabbe32d2460f673cf075b8ac7cf7781b85ac'],False,['docs/quickstart.rst']
1a19ddc55c5484f14dde728cbd20f81333a2c3f9,"Merge pull request #486 from PaulMcMillan/docs_fix

Minor docs fix.","['989aabbe32d2460f673cf075b8ac7cf7781b85ac', 'acb61ae57b6fe9a82aaa9804c0e4bba8c2441746']",True,[]
2a6c80a37d8a13516499be791100312576cf34d0,"Merge pull request #489 from florentx/patch-1

few typos","['1a19ddc55c5484f14dde728cbd20f81333a2c3f9', 'a2eb5efcd8be834ca7e30e6392fa3a2067ad3a55']",True,[]
fd62cd82cb270847491370cd43f270af6acc1400,"Merge pull request #493 from kuyanatan/patch-1

Rectified rampant 'roule'.","['2a6c80a37d8a13516499be791100312576cf34d0', 'ffbab00cd1c9ef89ab795b14b187334766556be7']",True,[]
b885edf81013f05161525db1eaf4e64fc6f5c2c4,Fix typo pointed out by tri on #pocoo.,['0d2ffc094b45e717439c679255f4aecd018e24d0'],False,['docs/patterns/appdispatch.rst']
bb31188ec3882e9a6c6035b7a65ca257d424e31a,"Add a BuildError hook to url_for, #456.",['d90f0afe39724040d0be92df054e2b1438886134'],False,"['flask/app.py', 'flask/helpers.py', 'flask/testsuite/basic.py']"
8c8c524ddb791c2f7eed47b6d2e4317faf06a659,Re-raise BuildError with traceback.,['bb31188ec3882e9a6c6035b7a65ca257d424e31a'],False,"['flask/app.py', 'flask/testsuite/basic.py']"
028229d0ff531db172f8cda52210de8903dbc14b,Fixed typo in docs/quickstart,['8c8c524ddb791c2f7eed47b6d2e4317faf06a659'],False,['docs/quickstart.rst']
ccc6816459312d2af813d984c5d8f530e57cecdf,"Merge pull request #498 from alekzvik/master

Fixed typo in docs/quickstart","['8c8c524ddb791c2f7eed47b6d2e4317faf06a659', '028229d0ff531db172f8cda52210de8903dbc14b']",True,[]
148c50abf983eb8bbd8ecb565c9f98912048af46,Document url_for BuildError hook.,['ccc6816459312d2af813d984c5d8f530e57cecdf'],False,"['flask/app.py', 'flask/helpers.py']"
2053d04db0f303430f5f6c5bc6e97b8bec46c399,Improved interface for the URL build error handler,['e78e2a1641e5b7ad538d93154ee59445f4d4eaf7'],False,"['flask/app.py', 'flask/helpers.py', 'flask/testsuite/basic.py']"
447afc3525b009ed369943e13437d98e07898bdc,"Fix failing test: ""AssertionError: 'application/javascript' != 'application/json'"" in flask/testsuite/helpers.py"", line 88",['086348e2f2874fb701048d5e1390cfe674de1f70'],False,['flask/helpers.py']
35312be63c633cbad76a790f47b1b50a94f07eb4,"Merge pull request #527 from mapio/patch-1

cache_timeout should be always checked not Null","['9f055104ad1a8bfa29c8cccf830dea196b5a9344', '4b21e2d38ccf66f236c5f1c8a10bd9d7904f2599']",True,[]
9034461e5bc3a3e75c64b603c89a28acc7bd2144,"Merge pull request #525 from brousch/patch-1

Added link to extensions in ""Hook. Extend."" section.","['35312be63c633cbad76a790f47b1b50a94f07eb4', '5c2aa7a9210acb4b16b86d5cda5264a2f5d11aa2']",True,[]
9cce327040a2851f90be90d27ad73f4c6cfc787d,"Merge pull request #529 from yaph/master

Indentation error in ScriptNameStripper in Configuring Apache section","['9034461e5bc3a3e75c64b603c89a28acc7bd2144', '5bbf8bdcd9619fa15a3380f99fe6d66d08b1f783']",True,[]
24e01318d31c6a541a44636d3a97310ff814d0c1,"Merge pull request #517 from kuyan/patch-1

Emended extensiondev.rst","['7b1c8fd15b619aee9eb6bc53dd50bd2d7e9bea3d', '99aaacb1a99891aa2eb57f6fe9b8a0c3f87cb454']",True,[]
a9e753f7064e38e40819b49a51491e681dd0f42c,"Merge pull request #497 from ekoka/master

fix for https://github.com/mitsuhiko/flask/issues/494","['24e01318d31c6a541a44636d3a97310ff814d0c1', '12dcba8849d153c7e13e99b6bcf57922e1a97240']",True,[]
9be47f5932cd3ae3363ab9fafdcb00d991ebff6b,"Merge pull request #479 from dmishe/patch-1

Removed unneeded print statements form mongokit pattern doc","['a9e753f7064e38e40819b49a51491e681dd0f42c', '9c48387072128c32dde06dc9a6e812195f18012d']",True,[]
1f3e667b5d9ffb60c218c250df27144793a5acdb,Fix documention for `after_this_request`,['9be47f5932cd3ae3363ab9fafdcb00d991ebff6b'],False,['flask/ctx.py']
1f82d02b33dad8ac7a4aa49e690767027690fe1a,Fixes #519 by adding return statement,['9be47f5932cd3ae3363ab9fafdcb00d991ebff6b'],False,['docs/quickstart.rst']
7bc6eead47061d1135e420ec1a54eeaf702ed470,"Merge pull request #531 from bev-a-tron/master

Fixes #519 by adding return statement","['9be47f5932cd3ae3363ab9fafdcb00d991ebff6b', '1f82d02b33dad8ac7a4aa49e690767027690fe1a']",True,[]
274d1a82f8242229b8060afafdce53a7dbd0a435,"Merge pull request #530 from mattupstate/master

Fix documention for `after_this_request`","['7bc6eead47061d1135e420ec1a54eeaf702ed470', '1f3e667b5d9ffb60c218c250df27144793a5acdb']",True,[]
8071f11328ab2b767608c5c63d0bad72d9408120,Fixed an issue with the new path finding logic,['086348e2f2874fb701048d5e1390cfe674de1f70'],False,['flask/helpers.py']
43c6a1ede87da5c20d8b5c7db995cf2d22eb40b2,Fixed a comment,['558750494f6f99b1272218c35d86e6452484e77c'],False,['flask/ctx.py']
d4415dd6653adb25b89b6276dd140141266ba46b,Fixed an rst syntax error,['ee3e251f9eb557721517faa6d06a6addd48ebc24'],False,['flask/helpers.py']
e32de730f9458e781c3bd6fd501dec627f256471,"Merge pull request #536 from lvh/patch-1

CHANGES: July 1th should be July 1st","['ee3e251f9eb557721517faa6d06a6addd48ebc24', '56f5224ef7cdc48a05b4ce6dcc37043feab0c0bb']",True,[]
d8e5a37d8a5e9dda1154c6c7c614bb7a4c42afdd,Fixed codename,['e32de730f9458e781c3bd6fd501dec627f256471'],False,['CHANGES']
07878722a86a72a9600ad5bc3dc577d693d91a0a,"Merge pull request #537 from esaurito/patch-1

Fixed codename","['e32de730f9458e781c3bd6fd501dec627f256471', 'd8e5a37d8a5e9dda1154c6c7c614bb7a4c42afdd']",True,[]
1beb0f2e7f8c60df41cd7b198c1ed1748a0fea3d,Fixed a syntax error,['07878722a86a72a9600ad5bc3dc577d693d91a0a'],False,['flask/helpers.py']
690b0c34ff3a9160aad16c613f29b1a8e25ca232,Fix chose -> choose typo,['0553bbdefe55709a1fc36dce445f552f398a428e'],False,['docs/tutorial/introduction.rst']
c7cdb2f83e9842a2ed9715d550392eea2be806cb,"Merge pull request #540 from svenstaro/master

Fix typo in tutorial","['7003fe61352bab3a1dc62d18dffb00ef749b050d', '690b0c34ff3a9160aad16c613f29b1a8e25ca232']",True,[]
40ccc0a99aa9c1f975bcc7f69d452afd46fc8b90,Fixing some wording in the design documentation.,['ea2a0629c9fc3874319e98b3842365ffd889f43d'],False,['docs/design.rst']
9d9f240df8da4b433c914e76b6ea2c7e82f3e320,"Merge pull request #559 from rdegges/master

Fixing some wording in the design documentation.","['ea2a0629c9fc3874319e98b3842365ffd889f43d', '40ccc0a99aa9c1f975bcc7f69d452afd46fc8b90']",True,[]
3800c7396b20d90ff3a84a3f26c9f12e7365a085,Try to correct confusing sentence in doc and fixed word duplication.,['5bbf8bdcd9619fa15a3380f99fe6d66d08b1f783'],False,"['docs/appcontext.rst', 'docs/quickstart.rst']"
b0fdae4e1f45274e0b399523cca9b55627d9afde,"Fix regex in lighttpd example config to only match static/ and sub-items, and not all directories that start with 'static'",['0f3bc38a18909cae8903f3229a2866aa64a52b2a'],False,['docs/deploying/fastcgi.rst']
50dc2403526c5c5c67577767b05eb81e8fab0877,"Merge pull request #567 from PaulMcMillan/docs_fix

docstring typo","['0f3bc38a18909cae8903f3229a2866aa64a52b2a', '20a542fc8ac6dadbcbac92e84fb554e00ccc897a']",True,[]
e3b3e05052ea36456cb557b8799b7b0ed00865bd,Docs: Fix docstring formatting,['ed1619adadc56641b8ab1ba2c03d45023960aaf2'],False,['flask/helpers.py']
77c2c3b183cf54f4cd678ccb4545246ea33fc52b,"Added _ to fix link to extensions in Hook. Extend.

I missed the trailing _ to make a link in my first patch to add the link to extensions. 
Sorry about that.",['43f41201e919aed68301e69a8a4f708a646b98c5'],False,['docs/becomingbig.rst']
11c746189dd8b49740a833d0e8428a85b6174799,Fix code example in pluggable views documentation,['43f41201e919aed68301e69a8a4f708a646b98c5'],False,['docs/views.rst']
ad304701025057475c19b7d79c9612f70488add4,"Merge pull request #579 from alex-morega/fix-doc-views

Fix code example in pluggable views documentation","['43f41201e919aed68301e69a8a4f708a646b98c5', '11c746189dd8b49740a833d0e8428a85b6174799']",True,[]
1dde7b8be795d7261e3960a14275ac19f90b7cd6,"Merge pull request #563 from joepie91/master

Fix for lighttpd regex","['ad304701025057475c19b7d79c9612f70488add4', 'b0fdae4e1f45274e0b399523cca9b55627d9afde']",True,[]
80b2689335442fcfb11772a4e68017784523d91d,"Merge pull request #577 from brousch/patch-2

Added _ to fix link to extensions in Hook. Extend.","['1dde7b8be795d7261e3960a14275ac19f90b7cd6', '77c2c3b183cf54f4cd678ccb4545246ea33fc52b']",True,[]
8d330a368a7f0aa6ba8508cb2b4b64f6415a0c7b,fixed issue #524,['80b2689335442fcfb11772a4e68017784523d91d'],False,['scripts/flaskext_compat.py']
69e419e020ea731a5bf4d4e95a6227761f01bcc7,Fixed small mistake in sqlalchemy pattern,['80b2689335442fcfb11772a4e68017784523d91d'],False,['docs/patterns/sqlalchemy.rst']
48f7cdd01699fdc4048b18d827fccfbf9f266c9f,various typo fixes,['80b2689335442fcfb11772a4e68017784523d91d'],False,"['docs/appcontext.rst', 'docs/upgrading.rst', 'flask/app.py', 'flask/exthook.py', 'flask/testsuite/subclassing.py', 'flask/wrappers.py']"
e8d50a7abafff3306c5076f10d82b66224c0ebd4,fixed spelling but not the grammar!,['48f7cdd01699fdc4048b18d827fccfbf9f266c9f'],False,['docs/upgrading.rst']
e93447f25e5f0cf0c10c32daa10b02e23ba2bc1a,"actually to actual, again, fixed spelling, not grammar",['e8d50a7abafff3306c5076f10d82b66224c0ebd4'],False,['flask/app.py']
9ecbd20286aebcd2040cf7463d5288726787c1f3,"Update flask/templating.py

Fixed a typo in the docstring.",['80b2689335442fcfb11772a4e68017784523d91d'],False,['flask/templating.py']
ee76129812419d473eb62434051e81d5855255b6,"Merge pull request #594 from ralphbean/patch-1

Update flask/templating.py","['22af78a96f98222c2292d71dd1914f5be56362a0', '9ecbd20286aebcd2040cf7463d5288726787c1f3']",True,[]
